,Unnamed: 0,all_titles,all_years,all_scores,all_meta,all_votes,all_gross,all_genres,id
24,24,The Lion King,(1994),8.5,88        ,870762,"422,783,777","
Animation, Adventure, Drama            ",tt0110357
25,25,Jurassic World: Fallen Kingdom,(2018),6.2,51        ,232816,"417,719,760","
Action, Adventure, Sci-Fi            ",tt4881806
26,26,Toy Story 3,(2010),8.3,92        ,706582,"415,004,880","
Animation, Adventure, Comedy            ",tt0435761
27,27,Wonder Woman,(2017),7.4,76        ,506536,"412,563,408","
Action, Adventure, Fantasy            ",tt0451279
28,28,Iron Man Three,(2013),7.2,62        ,711040,"409,013,994","
Action, Adventure, Sci-Fi            ",tt1300854
29,29,Captain America: Civil War,(2016),7.8,75        ,608167,"408,084,349","
Action, Adventure, Sci-Fi            ",tt3498820
30,30,The Hunger Games,(2012),7.2,68        ,805981,"408,010,692","
Action, Adventure, Sci-Fi            ",tt1392170
31,31,Jumanji: Welcome to the Jungle,(2017),6.9,58        ,257794,"404,515,480","
Action, Adventure, Comedy            ",tt2283362
32,32,Spider-Man,(2002),7.3,73        ,652850,"403,706,375","
Action, Adventure, Sci-Fi            ",tt0145487
33,33,Jurassic Park,(1993),8.1,68        ,802112,"402,453,882","
Action, Adventure, Sci-Fi            ",tt0107290
34,34,Transformers: Revenge of the Fallen,(2009),6.0,35        ,369778,"402,111,870","
Action, Adventure, Sci-Fi            ",tt1055369
35,35,Frozen,(I) (2013),7.5,74        ,528092,"400,738,009","
Animation, Adventure, Comedy            ",tt2294629
36,36,Guardians of the Galaxy: Vol. 2,(2017),7.6,67        ,510191,"389,813,101","
Action, Adventure, Comedy            ",tt3896198
37,37,Spider-Man: Far from Home,(2019),7.6,69        ,229628,"388,534,554","
Action, Adventure, Sci-Fi            ",tt6320628
38,38,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,87        ,707795,"381,011,219","
Adventure, Drama, Fantasy            ",tt1201607
39,39,Finding Nemo,(2003),8.1,90        ,889055,"380,843,261","
Animation, Adventure, Comedy            ",tt0266543
40,40,Star Wars: Episode III - Revenge of the Sith,(2005),7.5,68        ,654725,"380,262,555","
Action, Adventure, Fantasy            ",tt0121766
41,41,The Lord of the Rings: The Return of the King,(2003),8.9,94        ,1532186,"377,845,905","
Adventure, Drama, Fantasy            ",tt0167260
42,42,Spider-Man 2,(2004),7.3,83        ,512035,"373,585,825","
Action, Adventure, Sci-Fi            ",tt0316654
43,43,The Passion of the Christ,(2004),7.1,47        ,203653,"370,782,930","
Drama            ",tt0335345
44,44,The Secret Life of Pets,(2016),6.5,61        ,170029,"368,384,330","
Animation, Adventure, Comedy            ",tt2709768
45,45,Despicable Me 2,(2013),7.4,62        ,350958,"368,061,265","
Animation, Adventure, Comedy            ",tt1690953
46,46,The Jungle Book,(2016),7.4,77        ,245875,"364,001,123","
Adventure, Drama, Family            ",tt3040964
47,47,Deadpool,(2016),8.0,65        ,845051,"363,070,709","
Action, Adventure, Comedy            ",tt1431045
48,48,Inside Out,(I) (2015),8.2,94        ,555435,"356,461,711","
Animation, Adventure, Comedy            ",tt2096673
49,49,Aladdin,(I) (2019),7.1,53        ,155404,"354,873,567","
Adventure, Family, Fantasy            ",tt6139732
50,50,Fast & Furious 7,(2015),7.2,67        ,341574,"353,007,020","
Action, Adventure, Thriller            ",tt2820852
51,51,Transformers: Dark of the Moon,(2011),6.2,42        ,370954,"352,390,543","
Action, Adventure, Sci-Fi            ",tt1399103
52,52,American Sniper,(2014),7.3,72        ,410143,"350,126,372","
Action, Biography, Drama            ",tt2179136
53,53,The Lord of the Rings: The Two Towers,(2002),8.7,87        ,1385882,"342,551,365","
Adventure, Drama, Fantasy            ",tt0167261
54,54,Zootropolis,(2016),8.0,78        ,395704,"341,268,248","
Animation, Adventure, Comedy            ",tt2948356
55,55,The Hunger Games: Mockingjay - Part 1,(2014),6.6,64        ,387227,"337,135,885","
Action, Adventure, Sci-Fi            ",tt1951265
56,56,Spider-Man 3,(2007),6.2,59        ,471464,"336,530,303","
Action, Sci-Fi            ",tt0413300
57,57,Minions,(2015),6.4,56        ,198819,"336,045,770","
Animation, Adventure, Comedy            ",tt2293640
58,58,Aquaman,(2018),7.0,55        ,310146,"335,061,807","
Action, Adventure, Fantasy            ",tt1477834
59,59,Spider-Man: Homecoming,(2017),7.4,73        ,459706,"334,201,140","
Action, Adventure, Sci-Fi            ",tt2250912
60,60,Alice in Wonderland,(I) (2010),6.4,53        ,364736,"334,191,110","
Adventure, Family, Fantasy            ",tt1014759
61,61,Guardians of the Galaxy,(2014),8.0,76        ,979799,"333,176,600","
Action, Adventure, Comedy            ",tt2015381
62,62,Batman v Superman: Dawn of Justice,(2016),6.5,44        ,589637,"330,360,194","
Action, Adventure, Sci-Fi            ",tt2975590
63,63,Forrest Gump,(1994),8.8,82        ,1660777,"330,252,182","
Drama, Romance            ",tt0109830
64,64,It,(I) (2017),7.3,69        ,407080,"327,481,748","
Horror            ",tt1396484
65,65,Suicide Squad,(2016),6.0,40        ,553592,"325,100,054","
Action, Adventure, Fantasy            ",tt1386697
66,66,Deadpool 2,(2018),7.7,66        ,423730,"324,591,735","
Action, Adventure, Comedy            ",tt5463162
67,67,Star Wars: Episode IV - A New Hope,(1977),8.6,90        ,1146171,"322,740,140","
Action, Adventure, Fantasy            ",tt0076759
68,68,Shrek the Third,(2007),6.0,58        ,262235,"320,706,665","
Animation, Adventure, Comedy            ",tt0413267
69,69,Transformers,(2007),7.0,61        ,575986,"319,246,193","
Action, Adventure, Sci-Fi            ",tt0418279
70,70,Iron Man,(2008),7.9,79        ,886496,"318,412,101","
Action, Adventure, Sci-Fi            ",tt0371746
71,71,Harry Potter and the Philosopher's Stone,(2001),7.6,64        ,584075,"317,575,550","
Adventure, Family, Fantasy            ",tt0241527
72,72,Indiana Jones and the Kingdom of the Crystal Skull,(2008),6.1,65        ,400732,"317,101,119","
Action, Adventure            ",tt0367882
73,73,The Lord of the Rings: The Fellowship of the Ring,(2001),8.8,92        ,1547446,"315,544,750","
Adventure, Drama, Fantasy            ",tt0120737
74,74,Thor: Ragnarok,(2017),7.9,74        ,517677,"315,058,289","
Action, Adventure, Comedy            ",tt3501632
75,75,Iron Man 2,(2010),7.0,57        ,676488,"312,433,331","
Action, Adventure, Sci-Fi            ",tt1228705
76,76,Star Wars: Episode II - Attack of the Clones,(2002),6.6,54        ,588264,"310,675,583","
Action, Adventure, Fantasy            ",tt0121765
77,77,Pirates of the Caribbean: At World's End,(2007),7.1,50        ,565956,"309,420,425","
Action, Adventure, Fantasy            ",tt0449088
78,78,Star Wars: Episode VI - Return of the Jedi,(1983),8.3,58        ,881921,"309,125,409","
Action, Adventure, Fantasy            ",tt0086190
79,79,Independence Day,(1996),7.0,59        ,503705,"306,169,255","
Action, Adventure, Sci-Fi            ",tt0116629
80,80,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8.0,63        ,976871,"305,413,918","
Action, Adventure, Fantasy            ",tt0325980
81,81,Skyfall,(2012),7.7,81        ,600017,"304,360,277","
Action, Adventure, Thriller            ",tt1074638
82,82,The Hobbit: An Unexpected Journey,(2012),7.8,58        ,728172,"303,003,568","
Adventure, Family, Fantasy            ",tt0903624
83,83,Harry Potter and the Half-Blood Prince,(2009),7.6,78        ,430214,"301,959,197","
Action, Adventure, Family            ",tt0417741
84,84,The Twilight Saga: Eclipse,(2010),5.0,58        ,215389,"300,531,751","
Action, Adventure, Crime            ",tt1325004
85,85,The Twilight Saga: New Moon,(2009),4.7,44        ,252502,"296,623,634","
Adventure, Drama, Fantasy            ",tt1259571
86,86,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,65        ,437073,"295,983,305","
Adventure, Family, Fantasy            ",tt0926084
87,87,The Sixth Sense,(1999),8.1,64        ,861101,"293,506,292","
Drama, Mystery, Thriller            ",tt0167404
88,88,Up,(2009),8.2,88        ,868676,"293,004,164","
Animation, Adventure, Comedy            ",tt1049413
89,89,Inception,(2010),8.8,74        ,1891105,"292,576,195","
Action, Adventure, Sci-Fi            ",tt1375666
90,90,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,52        ,218639,"292,298,923","
Adventure, Drama, Fantasy            ",tt1673434
91,91,Harry Potter and the Order of the Phoenix,(2007),7.5,71        ,465869,"292,004,738","
Action, Adventure, Family            ",tt0373889
92,92,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",(2005),6.9,75        ,345924,"291,709,845","
Adventure, Family, Fantasy            ",tt0363771
93,93,Man of Steel,(2013),7.1,55        ,658582,"291,045,518","
Action, Adventure, Sci-Fi            ",tt0770828
94,94,Star Wars: Episode V - The Empire Strikes Back,(1980),8.7,82        ,1077679,"290,475,067","
Action, Adventure, Fantasy            ",tt0080684
95,95,Harry Potter and the Goblet of Fire,(2005),7.7,81        ,501262,"290,013,036","
Adventure, Family, Fantasy            ",tt0330373
96,96,"Monsters, Inc.",(2001),8.0,78        ,759528,"289,916,256","
Animation, Adventure, Comedy            ",tt0198781
97,97,Home Alone,(1990),7.6,63        ,415157,"285,761,243","
Comedy, Family            ",tt0099785
98,98,The Hunger Games: Mockingjay - Part 2,(2015),6.5,65        ,260602,"281,723,902","
Action, Adventure, Sci-Fi            ",tt1951266
99,99,The Matrix Reloaded,(2003),7.2,62        ,487792,"281,492,479","
Action, Sci-Fi            ",tt0234215
100,100,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,45        ,211860,"281,287,133","
Action, Adventure, Drama            ",tt1324999
101,101,Meet the Fockers,(2004),6.3,41        ,241331,"279,261,160","
Comedy, Romance            ",tt0290002
102,102,The Hangover,(2009),7.7,73        ,681931,"277,322,503","
Comedy            ",tt1119646
103,103,Gravity,(2013),7.7,96        ,725100,"274,092,705","
Drama, Sci-Fi, Thriller            ",tt1454468
104,104,The Grinch,(2018),6.3,51        ,33841,"270,620,950","
Animation, Family, Fantasy            ",tt2709692
105,105,Sing,(2016),7.1,59        ,120772,"270,395,425","
Animation, Comedy, Family            ",tt3470600
106,106,Monsters University,(2013),7.3,65        ,299610,"268,492,764","
Animation, Adventure, Comedy            ",tt1453405
107,107,Shrek,(2001),7.8,84        ,575809,"267,665,011","
Animation, Adventure, Comedy            ",tt0126029
108,108,Despicable Me 3,(2017),6.3,49        ,98704,"264,624,300","
Animation, Adventure, Comedy            ",tt3469046
109,109,The Amazing Spider-Man,(2012),6.9,66        ,534969,"262,030,663","
Action, Sci-Fi            ",tt0948470
110,110,Harry Potter and the Chamber of Secrets,(2002),7.4,63        ,505833,"261,988,482","
Adventure, Family, Fantasy            ",tt0295297
111,111,The Incredibles,(2004),8.0,90        ,617890,"261,441,092","
Animation, Action, Adventure            ",tt0317705
112,112,How the Grinch Stole Christmas,(2000),6.1,46        ,186483,"260,044,825","
Comedy, Family, Fantasy            ",tt0170016
113,113,Jaws,(1975),8.0,87        ,519250,"260,000,000","
Adventure, Drama, Thriller            ",tt0073195
114,114,Captain America: The Winter Soldier,(2014),7.7,70        ,686977,"259,766,572","
Action, Adventure, Sci-Fi            ",tt1843866
115,115,The Hobbit: The Desolation of Smaug,(2013),7.8,66        ,573765,"258,366,855","
Adventure, Fantasy            ",tt1170358
116,116,The Lego Movie,(2014),7.8,83        ,309628,"257,760,692","
Animation, Action, Adventure            ",tt1490017
117,117,Star Trek,(2009),7.9,82        ,561326,"257,730,019","
Action, Adventure, Sci-Fi            ",tt0796366
118,118,I Am Legend,(2007),7.2,65        ,646110,"256,386,216","
Drama, Sci-Fi, Thriller            ",tt0480249
119,119,The Blind Side,(2009),7.6,53        ,272880,"255,959,475","
Biography, Drama, Sport            ",tt0878804
120,120,The Hobbit: The Battle of the Five Armies,(2014),7.4,59        ,446928,"255,119,788","
Adventure, Fantasy            ",tt2310332
121,121,The Hangover Part II,(2011),6.4,44        ,440579,"254,464,305","
Comedy            ",tt1411697
122,122,Despicable Me,(2010),7.6,72        ,473661,"251,513,985","
Animation, Comedy, Family            ",tt1323594
123,123,Batman,(1989),7.5,69        ,320042,"251,188,924","
Action, Adventure            ",tt0096895
124,124,Night at the Museum,(2006),6.4,48        ,293321,"250,863,268","
Adventure, Comedy, Family            ",tt0477347
125,125,Men in Black,(1997),7.3,71        ,487606,"250,690,539","
Action, Adventure, Comedy            ",tt0119654
126,126,Harry Potter and the Prisoner of Azkaban,(2004),7.9,82        ,502496,"249,358,727","
Adventure, Family, Fantasy            ",tt0304141
127,127,Moana,(I) (2016),7.6,81        ,235675,"248,757,044","
Animation, Adventure, Comedy            ",tt3521164
128,128,Raiders of the Lost Ark,(1981),8.4,85        ,830177,"248,159,971","
Action, Adventure            ",tt0082971
129,129,Toy Story 2,(1999),7.9,88        ,490191,"245,852,179","
Animation, Adventure, Comedy            ",tt0120363
130,130,Transformers: Age of Extinction,(2014),5.6,32        ,287512,"245,439,076","
Action, Adventure, Sci-Fi            ",tt2109248
131,131,Cars,(2006),7.1,73        ,339268,"244,082,982","
Animation, Comedy, Family            ",tt0317219
132,132,Bruce Almighty,(2003),6.7,46        ,352095,"242,829,261","
Comedy, Drama, Fantasy            ",tt0315327
133,133,Twister,(I) (1996),6.4,68        ,164997,"241,721,524","
Action, Adventure, Thriller            ",tt0117998
134,134,My Big Fat Greek Wedding,(2002),6.5,62        ,114982,"241,438,208","
Comedy, Drama, Romance            ",tt0259446
135,135,Maleficent,(2014),7.0,56        ,318902,"241,410,378","
Action, Adventure, Family            ",tt1587310
136,136,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,45        ,455681,"241,063,875","
Action, Adventure, Fantasy            ",tt1298650
137,137,Furious 6,(2013),7.1,61        ,352478,"238,679,850","
Action, Adventure, Thriller            ",tt1905041
138,138,Ghostbusters,(1984),7.8,71        ,331514,"238,632,124","
Action, Comedy, Fantasy            ",tt0087332
139,139,Shrek Forever After,(2010),6.3,58        ,171836,"238,371,987","
Animation, Adventure, Comedy            ",tt0892791
140,140,Brave,(2012),7.1,69        ,347030,"237,283,207","
Animation, Adventure, Comedy            ",tt1217209
141,141,Oz the Great and Powerful,(2013),6.3,44        ,193822,"234,911,825","
Adventure, Family, Fantasy            ",tt1623205
142,142,Beverly Hills Cop,(1984),7.3,64        ,151839,"234,760,478","
Action, Comedy, Crime            ",tt0086960
143,143,X-Men: The Last Stand,(2006),6.7,58        ,461692,"234,362,462","
Action, Sci-Fi            ",tt0376994
144,144,War of the Worlds,(2005),6.5,73        ,394570,"234,280,354","
Adventure, Sci-Fi            ",tt0407304
145,145,Fantastic Beasts and Where to Find Them,(2016),7.3,66        ,377297,"234,037,575","
Adventure, Family, Fantasy            ",tt3183660
146,146,X-Men: Days of Future Past,(2014),8.0,75        ,632210,"233,921,534","
Action, Adventure, Sci-Fi            ",tt1877832
147,147,Cast Away,(2000),7.8,73        ,483548,"233,632,142","
Adventure, Drama, Romance            ",tt0162222
148,148,The Exorcist,(1973),8.0,81        ,342027,"232,906,145","
Horror            ",tt0070047
149,149,Doctor Strange,(2016),7.5,72        ,540697,"232,641,920","
Action, Adventure, Fantasy            ",tt1211837
150,150,The Lost World: Jurassic Park,(1997),6.6,59        ,353633,"229,086,679","
Action, Adventure, Sci-Fi            ",tt0119567
151,151,Justice League,(2017),6.4,45        ,345222,"229,024,295","
Action, Adventure, Fantasy            ",tt0974015
152,152,Star Trek into Darkness,(2013),7.7,72        ,449737,"228,778,661","
Action, Adventure, Sci-Fi            ",tt1408101
153,153,The Martian,(2015),8.0,80        ,700961,"228,433,663","
Adventure, Drama, Sci-Fi            ",tt3659388
154,154,Signs,(2002),6.7,59        ,322357,"227,966,634","
Drama, Mystery, Sci-Fi            ",tt0286106
155,155,Hancock,(2008),6.4,49        ,420687,"227,946,274","
Action, Fantasy            ",tt0448157
156,156,The Bourne Ultimatum,(2007),8.0,85        ,584946,"227,471,070","
Action, Mystery, Thriller            ",tt0440963
157,157,Logan,(2017),8.1,77        ,585168,"226,277,068","
Action, Drama, Sci-Fi            ",tt3315342
158,158,Rush Hour 2,(2001),6.6,48        ,188972,"226,164,286","
Action, Comedy, Crime            ",tt0266915
159,159,Fast & Furious 8,(2017),6.7,56        ,187929,"226,008,385","
Action, Adventure, Thriller            ",tt4630562
160,160,WALL·E,(2008),8.4,95        ,930413,"223,808,164","
Animation, Adventure, Family            ",tt0910970
161,161,Big Hero 6,(2014),7.8,74        ,381554,"222,527,828","
Animation, Action, Adventure            ",tt2245084
162,162,Mission: Impossible - Fallout,(2018),7.8,86        ,251475,"220,159,104","
Action, Adventure, Thriller            ",tt4912910
163,163,National Treasure: Book of Secrets,(2007),6.5,48        ,208456,"219,964,115","
Action, Adventure, Mystery            ",tt0465234
164,164,Alvin and the Chipmunks: The Squeakquel,(2009),4.5,41        ,40352,"219,614,612","
Animation, Comedy, Family            ",tt1231580
165,165,Mrs. Doubtfire,(1993),7.0,53        ,226562,"219,200,000","
Comedy, Drama, Family            ",tt0107614
166,166,Beauty and the Beast,(1991),8.0,95        ,397899,"218,967,620","
Animation, Family, Fantasy            ",tt0101414
167,167,Ted,(2012),6.9,62        ,546307,"218,815,487","
Comedy            ",tt1637725
168,168,King Kong,(2005),7.2,81        ,373043,"218,080,025","
Action, Adventure, Drama            ",tt0360717
169,169,Ghost,(1990),7.0,52        ,183336,"217,631,306","
Drama, Fantasy, Romance            ",tt0099653
170,170,How to Train Your Dragon,(2010),8.1,74        ,624979,"217,581,231","
Animation, Action, Adventure            ",tt0892769
171,171,The Da Vinci Code,(2006),6.6,46        ,378830,"217,536,138","
Mystery, Thriller            ",tt0382625
172,172,Aladdin,(1992),8.0,86        ,337270,"217,350,219","
Animation, Adventure, Comedy            ",tt0103639
173,173,Alvin and the Chipmunks,(2007),5.2,39        ,71140,"217,326,974","
Animation, Comedy, Family            ",tt0952640
174,174,Ant-Man and the Wasp,(2018),7.1,70        ,266067,"216,648,740","
Action, Adventure, Comedy            ",tt5095030
175,175,Saving Private Ryan,(1998),8.6,91        ,1142594,"216,540,909","
Drama, War            ",tt0120815
176,176,Bohemian Rhapsody,(2018),8.0,49        ,391573,"216,428,042","
Biography, Drama, Music            ",tt1727824
177,177,Madagascar 3: Europe's Most Wanted,(2012),6.8,60        ,151134,"216,391,482","
Animation, Adventure, Comedy            ",tt1277953
178,178,Kung Fu Panda,(2008),7.5,73        ,391070,"215,434,591","
Animation, Action, Adventure            ",tt0441773
179,179,Mission: Impossible II,(2000),6.1,59        ,296418,"215,409,889","
Action, Adventure, Thriller            ",tt0120755
180,180,A Star Is Born,(2018),7.7,88        ,283260,"215,288,866","
Drama, Music, Romance            ",tt1517451
181,181,X-Men 2,(2003),7.4,68        ,489766,"214,949,694","
Action, Sci-Fi, Thriller            ",tt0290334
182,182,The Lorax,(2012),6.4,46        ,91894,"214,030,500","
Animation, Adventure, Drama            ",tt1482459
183,183,Solo: A Star Wars Story,(2018),6.9,62        ,241756,"213,767,512","
Action, Adventure, Sci-Fi            ",tt3778644
184,184,Venom,(2018),6.7,35        ,311659,"213,515,506","
Action, Sci-Fi, Thriller            ",tt1270797
185,185,Austin Powers in Goldmember,(2002),6.2,62        ,186972,"213,307,889","
Action, Adventure, Comedy            ",tt0295178
186,186,300,(2006),7.7,52        ,702400,"210,614,939","
Action, Drama, Fantasy            ",tt0416449
187,187,Back to the Future,(1985),8.5,87        ,964470,"210,609,762","
Adventure, Comedy, Sci-Fi            ",tt0088763
188,188,Fast & Furious 5,(2011),7.3,66        ,335813,"209,837,675","
Action, Adventure, Thriller            ",tt1596343
189,189,Coco,(I) (2017),8.4,81        ,304683,"209,726,015","
Animation, Adventure, Family            ",tt2380307
190,190,Mission: Impossible - Ghost Protocol,(2011),7.4,73        ,435193,"209,397,903","
Action, Adventure, Thriller            ",tt1229238
191,191,Wedding Crashers,(2005),6.9,64        ,318593,"209,218,368","
Comedy, Romance            ",tt0396269
192,192,Sherlock Holmes,(2009),7.6,57        ,556755,"209,028,679","
Action, Adventure, Crime            ",tt0988045
193,193,Dawn of the Planet of the Apes,(2014),7.6,79        ,395767,"208,545,589","
Action, Adventure, Drama            ",tt2103281
194,194,Batman Begins,(2005),8.2,70        ,1223911,"206,852,432","
Action, Adventure            ",tt0372784
195,195,Charlie and the Chocolate Factory,(2005),6.6,72        ,397812,"206,459,076","
Adventure, Comedy, Family            ",tt0367594
196,196,Ratatouille,(2007),8.0,96        ,595050,"206,445,654","
Animation, Adventure, Comedy            ",tt0382932
197,197,Thor: The Dark World,(2013),6.9,54        ,556959,"206,362,140","
Action, Adventure, Fantasy            ",tt1981115
198,198,Austin Powers: The Spy Who Shagged Me,(1999),6.6,59        ,207080,"206,040,086","
Action, Adventure, Comedy            ",tt0145660
199,199,Terminator 2: Judgment Day,(1991),8.5,75        ,933102,"204,843,350","
Action, Sci-Fi            ",tt0103064
200,200,The Amazing Spider-Man 2,(2014),6.6,53        ,396454,"202,853,933","
Action, Adventure, Sci-Fi            ",tt1872181
201,201,World War Z,(2013),7.0,63        ,564742,"202,359,711","
Action, Adventure, Horror            ",tt0816711
202,202,The Mummy Returns,(2001),6.3,48        ,287968,"202,019,785","
Action, Adventure, Fantasy            ",tt0209163
203,203,Armageddon,(1998),6.7,42        ,377217,"201,573,391","
Action, Adventure, Sci-Fi            ",tt0120591
204,204,Cinderella,(I) (2015),6.9,67        ,147735,"201,151,353","
Drama, Family, Fantasy            ",tt1661199
205,205,Ralph Breaks the Internet,(2018),7.1,71        ,105119,"201,091,711","
Animation, Adventure, Comedy            ",tt5848272
206,206,Tangled,(2010),7.7,71        ,375571,"200,821,936","
Animation, Adventure, Comedy            ",tt0398286
207,207,Godzilla,(2014),6.4,62        ,359837,"200,676,069","
Action, Adventure, Sci-Fi            ",tt0831387
208,208,Superman Returns,(2006),6.0,72        ,263075,"200,081,192","
Action, Sci-Fi            ",tt0348150
209,209,Spectre,(I) (2015),6.8,60        ,359175,"200,074,175","
Action, Adventure, Thriller            ",tt2379713
210,210,Gone with the Wind,(1939),8.1,97        ,269483,"198,676,459","
Drama, History, Romance            ",tt0031381
211,211,Pearl Harbor,(2001),6.2,44        ,297373,"198,542,554","
Action, Drama, History            ",tt0213149
212,212,Monsters vs. Aliens,(2009),6.4,56        ,138705,"198,351,526","
Animation, Action, Comedy            ",tt0892782
213,213,Happy Feet,(2006),6.4,77        ,160553,"198,000,317","
Animation, Adventure, Comedy            ",tt0366548
214,214,Indiana Jones and the Last Crusade,(1989),8.2,65        ,648321,"197,171,806","
Action, Adventure            ",tt0097576
215,215,Ice Age: Dawn of the Dinosaurs,(2009),6.9,50        ,209171,"196,573,705","
Animation, Adventure, Comedy            ",tt1080016
216,216,Ice Age 2: The Meltdown,(2006),6.8,58        ,240509,"195,330,621","
Animation, Adventure, Comedy            ",tt0438097
217,217,Mission: Impossible - Rogue Nation,(2015),7.4,75        ,319642,"195,042,377","
Action, Adventure, Thriller            ",tt2381249
218,218,It Chapter Two,(2019),6.8,58        ,110723,"193,766,844","
Drama, Fantasy, Horror            ",tt7349950
219,219,Madagascar,(2005),6.9,57        ,341168,"193,595,521","
Animation, Adventure, Comedy            ",tt0351283
220,220,Joker,(I) (2019),8.8,59        ,442187,"192,728,787","
Crime, Drama, Thriller            ",tt7286456
221,221,Toy Story,(1995),8.3,95        ,822025,"191,796,233","
Animation, Adventure, Comedy            ",tt0114709
222,222,22 Jump Street,(2014),7.0,71        ,326366,"191,719,337","
Action, Comedy, Crime            ",tt2294449
223,223,Twilight,(I) (2008),5.2,56        ,401281,"191,465,414","
Drama, Fantasy, Romance            ",tt1099212
224,224,Cars 2,(2011),6.1,57        ,144504,"191,452,396","
Animation, Adventure, Comedy            ",tt1216475
225,225,Teenage Mutant Ninja Turtles,(2014),5.8,31        ,194190,"191,204,754","
Action, Adventure, Comedy            ",tt1291150
226,226,Men in Black II,(2002),6.2,49        ,322773,"190,418,803","
Action, Adventure, Comedy            ",tt0120912
227,227,Spider-Man: Into the Spider-Verse,(2018),8.4,87        ,274076,"190,241,310","
Animation, Action, Adventure            ",tt4633694
228,228,Wreck-It Ralph,(2012),7.7,72        ,354749,"189,422,889","
Animation, Adventure, Comedy            ",tt1772341
229,229,Grease,(1978),7.2,70        ,217107,"188,755,690","
Musical, Romance            ",tt0077631
230,230,Dunkirk,(2017),7.9,94        ,486795,"188,373,161","
Action, Drama, History            ",tt5013056
231,231,A Quiet Place,(2018),7.5,82        ,332148,"188,024,361","
Drama, Horror, Sci-Fi            ",tt6644200
232,232,Interstellar,(2014),8.6,74        ,1346433,"188,020,017","
Adventure, Drama, Sci-Fi            ",tt0816692
233,233,Gladiator,(2000),8.5,67        ,1245600,"187,705,427","
Action, Adventure, Drama            ",tt0172495
234,234,The Croods,(2013),7.2,55        ,180217,"187,168,425","
Animation, Action, Adventure            ",tt0481499
235,235,Sherlock Holmes: A Game of Shadows,(2011),7.5,48        ,400345,"186,848,418","
Action, Adventure, Crime            ",tt1515091
236,236,The Day After Tomorrow,(2004),6.4,47        ,393908,"186,740,799","
Action, Adventure, Sci-Fi            ",tt0319262
237,237,Mr. & Mrs. Smith,(2005),6.5,55        ,425723,"186,336,279","
Action, Comedy, Crime            ",tt0356910
238,238,Snow White and the Seven Dwarfs,(1937),7.6,95        ,168528,"184,925,485","
Animation, Family, Fantasy            ",tt0029583
239,239,Pitch Perfect 2,(2015),6.4,63        ,133662,"184,296,230","
Comedy, Music            ",tt2848292
240,240,Dances with Wolves,(1990),8.0,72        ,225052,"184,208,848","
Adventure, Drama, Western            ",tt0099348
241,241,Batman Forever,(1995),5.4,51        ,224520,"184,031,112","
Action, Adventure, Fantasy            ",tt0112462
242,242,The Fugitive,(1993),7.8,87        ,250082,"183,875,760","
Action, Crime, Drama            ",tt0106977
243,243,The Revenant,(2015),8.0,76        ,642396,"183,637,894","
Action, Adventure, Biography            ",tt1663202
244,244,Ocean's Eleven,(2001),7.8,74        ,482892,"183,417,150","
Crime, Thriller            ",tt0240772
245,245,The Polar Express,(2004),6.6,61        ,158480,"183,373,735","
Animation, Adventure, Comedy            ",tt0338348
246,246,The Simpsons Movie,(2007),7.3,80        ,296594,"183,135,014","
Animation, Adventure, Comedy            ",tt0462538
247,247,What Women Want,(2000),6.4,47        ,183116,"182,811,707","
Comedy, Fantasy, Romance            ",tt0207201
248,248,The Perfect Storm,(2000),6.4,59        ,149056,"182,618,434","
Action, Adventure, Drama            ",tt0177971
249,249,Lincoln,(2012),7.3,86        ,232442,"182,207,973","
Biography, Drama, History            ",tt0443272
250,250,Liar Liar,(1997),6.9,70        ,265141,"181,410,615","
Comedy, Fantasy            ",tt0119528
251,251,Jurassic Park III,(2001),5.9,42        ,280515,"181,171,875","
Action, Adventure, Sci-Fi            ",tt0163025
252,252,Thor,(2011),7.0,57        ,701761,"181,030,624","
Action, Adventure, Fantasy            ",tt0800369
253,253,Mission: Impossible,(1996),7.1,59        ,365629,"180,981,856","
Action, Adventure, Thriller            ",tt0117060
254,254,Ant-Man,(2015),7.3,64        ,522594,"180,202,163","
Action, Adventure, Comedy            ",tt0478970
255,255,Planet of the Apes,(2001),5.7,50        ,203674,"180,011,740","
Action, Adventure, Sci-Fi            ",tt0133152
256,256,Madagascar: Escape 2 Africa,(2008),6.6,61        ,189618,"180,010,950","
Animation, Adventure, Comedy            ",tt0479952
257,257,X-Men Origins: Wolverine,(2009),6.6,40        ,445751,"179,883,157","
Action, Adventure, Sci-Fi            ",tt0458525
258,258,Indiana Jones and the Temple of Doom,(1984),7.6,57        ,415851,"179,870,271","
Action, Adventure            ",tt0087469
259,259,Top Gun,(1986),6.9,50        ,269618,"179,800,601","
Action, Drama            ",tt0092099
260,260,Hitch,(I) (2005),6.6,58        ,282288,"179,495,555","
Comedy, Romance            ",tt0386588
